layer,layer_name,gamma,spearman_rho,pval
0,relu1_1,1.9828839491270715e-08,-0.21405970756500542,0.03624091585122756
0,relu1_1,2.0197857568198784e-08,-0.21466723190877465,0.035702458244655164
0,relu1_1,2.0573743134329116e-08,-0.2125546852377051,0.037604238515531095
0,relu1_1,2.095662399480431e-08,-0.21363628659281464,0.036620213902676724
0,relu1_1,2.1346630333242455e-08,-0.21246579022413797,0.037686089070552695
0,relu1_1,2.17438947560008e-08,-0.21299555748674623,0.03720049925726072
0,relu1_1,2.2148552337263593e-08,-0.21420819889052278,0.03610868093108135
0,relu1_1,2.256074066496859e-08,-0.21426681974596093,0.036056589259562476
0,relu1_1,2.2980599887588488e-08,-0.2138501713848875,0.036428203305151154
0,relu1_1,2.3408272761782943e-08,-0.21353599691305064,0.0367105386042627
0,relu1_1,2.3843904700937205e-08,-0.21318185674959544,0.03703098593326129
0,relu1_1,2.4287643824604505e-08,-0.21208061899865308,0.03804246255061443
0,relu1_1,2.4739641008868117e-08,-0.21553466543851477,0.03494528868296147
0,relu1_1,2.5200049937640895e-08,-0.21401150337510813,0.03628393000669447
0,relu1_1,2.566902715491952e-08,-0.21255858438850225,0.037600651761610905
0,relu1_1,2.614673211801092e-08,-0.21236939298492927,0.037775015834148815
0,relu1_1,2.6633327251749808e-08,-0.21550753539062775,0.03496876407788545
0,relu1_1,2.7128978003724646e-08,-0.21285023438144096,0.037333179277259175
0,relu1_1,2.763385290053167e-08,-0.21344637561355886,0.03679141287530886
0,relu1_1,2.8148123605075813e-08,-0.21301012622659113,0.037187219805237016
0,relu1_1,2.8671964974937697e-08,-0.2129262867383377,0.037263694116003214
0,relu1_1,2.9205555121827452e-08,-0.21166791578600633,0.0384274344848408
0,relu1_1,2.9749075472144435e-08,-0.21376297994916488,0.03650637543094212
0,relu1_1,3.030271082866393e-08,-0.21284489549057992,0.037338061223055066
0,relu1_1,3.0866649433372746e-08,-0.21209130716485383,0.038032535594458496
0,relu1_1,3.144108303147265e-08,-0.21363095304673493,0.036625012802620524
0,relu1_1,3.2026206936576504e-08,-0.2143130864844344,0.036015520229267795
0,relu1_1,3.262222009711673e-08,-0.2138465451769907,0.03643145160921678
0,relu1_1,3.322932516398968e-08,-0.2130394235151536,0.037160527255903464
